# This file was automatically generated by TLEEDMAP v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Cu(111)-(3xr3)rect.tlm
#
# Structure: 3xr3
#
# Max. LEED Energy: 1100.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.5500 AA; alpha = 120.00 deg
#        Basis: a = [2.5500 0.0000]; b = [-1.2750  2.2084]
# Surface lattice: Rectangular (p1); a = 7.6500 AA; b = 4.4167 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [7.6500 0.0000]; b = [0.0000 4.4167]
#            Superlattice: [[3 0] [1 2]]
# Domain 2 - Basis: a = [3.8250 6.6251]; b = [ 3.8250 -2.2084]
#            Superlattice: [[ 3  3] [ 1 -1]]
# Domain 3 - Basis: a = [ 3.8250 -6.6251]; b = [-3.8250 -2.2084]
#            Superlattice: [[ 0 -3] [-2 -1]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -2/3| 17/6),-0.66667, 2.83333, -1.64266,  7.11294,  140,        1,
( 13/6|-17/6), 2.16667,-2.83333,  5.33865, -4.97906,  140,        2,
(-13/6| 17/6),-2.16667, 2.83333, -5.33865,  4.97906,  141,        2,
( 17/6| -2/3), 2.83333,-0.66667,  6.98132,  2.13388,  141,        3,
(  2/3|-17/6), 0.66667,-2.83333,  1.64266, -7.11294,  141,        1,
(-17/6| 13/6),-2.83333, 2.16667, -6.98132,  2.13388,  142,        2,
( -2/3|-13/6),-0.66667,-2.16667, -1.64266, -7.11294,  142,        1,
( 13/6|  2/3), 2.16667, 0.66667,  5.33865,  4.97906,  142,        3,
( -3  |  3/2),-3.00000, 1.50000, -7.39198,  0.00000,  143,        1,
( -3/2| -3/2),-1.50000,-1.50000, -3.69599, -6.40164,  143,        2,
( -3/2|  3  ),-1.50000, 3.00000, -3.69599,  6.40164,  143,        3,
(  3  | -3/2), 3.00000,-1.50000,  7.39198, -0.00000,  144,        1,
(  3/2| -3  ), 1.50000,-3.00000,  3.69599, -6.40164,  144,        3,
(  3/2|  3/2), 1.50000, 1.50000,  3.69599,  6.40164,  144,        2,
( -2  | -1  ),-2.00000,-1.00000, -4.92799, -5.69035,  145,    1+2+3,
( -1  | -2  ),-1.00000,-2.00000, -2.46399, -7.11294,  146,    1+2+3,
(  1  |  2  ), 1.00000, 2.00000,  2.46399,  7.11294,  147,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.92799,  5.69035,  148,    1+2+3,
( -3  |  1  ),-3.00000, 1.00000, -7.39198, -1.42259,  149,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  7.39198,  1.42259,  150,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -7.39198,  1.42259,  151,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.46399,  7.11294,  152,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.46399, -7.11294,  153,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  7.39198, -1.42259,  154,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.92799,  5.69035,  155,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.92799, -5.69035,  156,    1+2+3,
(-11/6| -4/3),-1.83333,-1.33333, -4.51732, -6.40164,  157,        3,
( 19/6|-11/6), 3.16667,-1.83333,  7.80265, -0.71129,  157,        2,
(  4/3| 11/6), 1.33333, 1.83333,  3.28533,  7.11294,  157,        1,
(-19/6|  4/3),-3.16667, 1.33333, -7.80265, -0.71129,  158,        3,
( -4/3| 19/6),-1.33333, 3.16667, -3.28533,  7.11294,  158,        1,
( 11/6|-19/6), 1.83333,-3.16667,  4.51732, -6.40164,  158,        2,
(-17/6|  1/6),-2.83333, 0.16667, -6.98132, -3.55647,  159,        2,
( -8/3| -1/6),-2.66667,-0.16667, -6.57065, -4.26776,  159,        1,
(  1/6|  8/3), 0.16667, 2.66667,  0.41067,  7.82423,  159,        3,
( -1/6| -8/3),-0.16667,-2.66667, -0.41067, -7.82423,  160,        3,
( 17/6| -1/6), 2.83333,-0.16667,  6.98132,  3.55647,  160,        2,
(  8/3|  1/6), 2.66667, 0.16667,  6.57065,  4.26776,  160,        1,
( -1/6| 17/6),-0.16667, 2.83333, -0.41067,  7.82423,  161,        2,
( 17/6| -8/3), 2.83333,-2.66667,  6.98132, -3.55647,  161,        3,
(  8/3|-17/6), 2.66667,-2.83333,  6.57065, -4.26776,  161,        1,
(-19/6| 11/6),-3.16667, 1.83333, -7.80265,  0.71129,  162,        2,
( -4/3|-11/6),-1.33333,-1.83333, -3.28533, -7.11294,  162,        1,
( 11/6|  4/3), 1.83333, 1.33333,  4.51732,  6.40164,  162,        3,
(-17/6|  8/3),-2.83333, 2.66667, -6.98132,  3.55647,  163,        3,
( -8/3| 17/6),-2.66667, 2.83333, -6.57065,  4.26776,  163,        1,
(  1/6|-17/6), 0.16667,-2.83333,  0.41067, -7.82423,  163,        2,
(-11/6| 19/6),-1.83333, 3.16667, -4.51732,  6.40164,  164,        2,
( 19/6| -4/3), 3.16667,-1.33333,  7.80265,  0.71129,  164,        3,
(  4/3|-19/6), 1.33333,-3.16667,  3.28533, -7.11294,  164,        1,
( -1/2| -5/2),-0.50000,-2.50000, -1.23200, -7.82423,  165,        2,
( -3  |  5/2),-3.00000, 2.50000, -7.39198,  2.84518,  165,        1,
( -5/2|  3  ),-2.50000, 3.00000, -6.15999,  4.97906,  165,        3,
(  1/2|  5/2), 0.50000, 2.50000,  1.23200,  7.82423,  166,        2,
(  3  | -5/2), 3.00000,-2.50000,  7.39198, -2.84518,  166,        1,
(  5/2| -3  ), 2.50000,-3.00000,  6.15999, -4.97906,  166,        3,
( -1/2|  3  ),-0.50000, 3.00000, -1.23200,  7.82423,  167,        3,
( -3  |  1/2),-3.00000, 0.50000, -7.39198, -2.84518,  167,        1,
( -5/2| -1/2),-2.50000,-0.50000, -6.15999, -4.97906,  167,        2,
(  1/2| -3  ), 0.50000,-3.00000,  1.23200, -7.82423,  168,        3,
(  3  | -1/2), 3.00000,-0.50000,  7.39198,  2.84518,  168,        1,
(  5/2|  1/2), 2.50000, 0.50000,  6.15999,  4.97906,  168,        2,
(-19/6|  5/6),-3.16667, 0.83333, -7.80265, -2.13388,  169,        2,
( -7/3| -5/6),-2.33333,-0.83333, -5.74932, -5.69035,  169,        1,
(  5/6|  7/3), 0.83333, 2.33333,  2.05333,  7.82423,  169,        3,
( -5/6| -7/3),-0.83333,-2.33333, -2.05333, -7.82423,  170,        3,
( 19/6| -5/6), 3.16667,-0.83333,  7.80265,  2.13388,  170,        2,
(  7/3|  5/6), 2.33333, 0.83333,  5.74932,  5.69035,  170,        1,
(-19/6|  7/3),-3.16667, 2.33333, -7.80265,  2.13388,  171,        3,
( -7/3| 19/6),-2.33333, 3.16667, -5.74932,  5.69035,  171,        1,
(  5/6|-19/6), 0.83333,-3.16667,  2.05333, -7.82423,  171,        2,
( -5/6| 19/6),-0.83333, 3.16667, -2.05333,  7.82423,  172,        2,
( 19/6| -7/3), 3.16667,-2.33333,  7.80265, -2.13388,  172,        3,
(  7/3|-19/6), 2.33333,-3.16667,  5.74932, -5.69035,  172,        1,
( -5/3| -5/3),-1.66667,-1.66667, -4.10666, -7.11294,  173,    1+2+3,
(  5/3|  5/3), 1.66667, 1.66667,  4.10666,  7.11294,  174,    1+2+3,
(-10/3|  5/3),-3.33333, 1.66667, -8.21331,  0.00000,  175,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -4.10666,  7.11294,  176,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  4.10666, -7.11294,  177,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  8.21331, -0.00000,  178,    1+2+3,
(-10/3|  7/6),-3.33333, 1.16667, -8.21331, -1.42259,  179,        1,
(-13/6| -7/6),-2.16667,-1.16667, -5.33865, -6.40164,  179,        2,
( -7/6| 10/3),-1.16667, 3.33333, -2.87466,  7.82423,  179,        3,
(-10/3| 13/6),-3.33333, 2.16667, -8.21331,  1.42259,  180,        1,
(-13/6| 10/3),-2.16667, 3.33333, -5.33865,  6.40164,  180,        3,
( -7/6|-13/6),-1.16667,-2.16667, -2.87466, -7.82423,  180,        2,
( 10/3|-13/6), 3.33333,-2.16667,  8.21331, -1.42259,  181,        1,
( 13/6|-10/3), 2.16667,-3.33333,  5.33865, -6.40164,  181,        3,
(  7/6| 13/6), 1.16667, 2.16667,  2.87466,  7.82423,  181,        2,
( 10/3| -7/6), 3.33333,-1.16667,  8.21331,  1.42259,  182,        1,
( 13/6|  7/6), 2.16667, 1.16667,  5.33865,  6.40164,  182,        2,
(  7/6|-10/3), 1.16667,-3.33333,  2.87466, -7.82423,  182,        3,
( -3  |  0  ),-3.00000, 0.00000, -7.39198, -4.26776,  183,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  8.53553,  183,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -8.53553,  184,    1+2+3,
(  3  |  0  ), 3.00000, 0.00000,  7.39198,  4.26776,  184,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  8.53553,  185,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  7.39198, -4.26776,  185,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -7.39198,  4.26776,  186,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -8.53553,  186,    1+2+3,
(-17/6| -1/3),-2.83333,-0.33333, -6.98132, -4.97906,  187,        3,
(  1/3| 17/6), 0.33333, 2.83333,  0.82133,  8.53553,  187,        1,
( 19/6|-17/6), 3.16667,-2.83333,  7.80265, -3.55647,  187,        2,
( -1/3|-17/6),-0.33333,-2.83333, -0.82133, -8.53553,  188,        1,
(-19/6| 17/6),-3.16667, 2.83333, -7.80265,  3.55647,  188,        2,
( 17/6|  1/3), 2.83333, 0.33333,  6.98132,  4.97906,  188,        3,
( -1/3| 19/6),-0.33333, 3.16667, -0.82133,  8.53553,  189,        1,
(-19/6|  1/3),-3.16667, 0.33333, -7.80265, -3.55647,  189,        3,
( 17/6|-19/6), 2.83333,-3.16667,  6.98132, -4.97906,  189,        2,
(-17/6| 19/6),-2.83333, 3.16667, -6.98132,  4.97906,  190,        2,
(  1/3|-19/6), 0.33333,-3.16667,  0.82133, -8.53553,  190,        1,
( 19/6| -1/3), 3.16667,-0.33333,  7.80265,  3.55647,  190,        3,
( -2  | -3/2),-2.00000,-1.50000, -4.92799, -7.11294,  191,        1,
( -7/2|  3/2),-3.50000, 1.50000, -8.62398, -0.71129,  191,        2,
(  3/2|  2  ), 1.50000, 2.00000,  3.69599,  7.82423,  191,        3,
( -2  |  7/2),-2.00000, 3.50000, -4.92799,  7.11294,  192,        1,
( -7/2|  2  ),-3.50000, 2.00000, -8.62398,  0.71129,  192,        3,
(  3/2| -7/2), 1.50000,-3.50000,  3.69599, -7.82423,  192,        2,
( -3/2| -2  ),-1.50000,-2.00000, -3.69599, -7.82423,  193,        3,
(  2  |  3/2), 2.00000, 1.50000,  4.92799,  7.11294,  193,        1,
(  7/2| -3/2), 3.50000,-1.50000,  8.62398,  0.71129,  193,        2,
( -3/2|  7/2),-1.50000, 3.50000, -3.69599,  7.82423,  194,        2,
(  2  | -7/2), 2.00000,-3.50000,  4.92799, -7.11294,  194,        1,
(  7/2| -2  ), 3.50000,-2.00000,  8.62398, -0.71129,  194,        3,
( -2/3| -8/3),-0.66667,-2.66667, -1.64266, -8.53553,  195,    1+2+3,
(  2/3|  8/3), 0.66667, 2.66667,  1.64266,  8.53553,  196,    1+2+3,
(-10/3|  2/3),-3.33333, 0.66667, -8.21331, -2.84518,  197,    1+2+3,
( -8/3| -2/3),-2.66667,-0.66667, -6.57065, -5.69035,  198,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  6.57065,  5.69035,  199,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  8.21331,  2.84518,  200,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -8.21331,  2.84518,  201,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -6.57065,  5.69035,  202,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.64266,  8.53553,  203,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.64266, -8.53553,  204,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  6.57065, -5.69035,  205,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  8.21331, -2.84518,  206,    1+2+3,
( -5/2| -1  ),-2.50000,-1.00000, -6.15999, -6.40164,  207,        3,
(  1  |  5/2), 1.00000, 2.50000,  2.46399,  8.53553,  207,        1,
(  7/2| -5/2), 3.50000,-2.50000,  8.62398, -2.13388,  207,        2,
( -5/2|  7/2),-2.50000, 3.50000, -6.15999,  6.40164,  208,        2,
(  1  | -7/2), 1.00000,-3.50000,  2.46399, -8.53553,  208,        1,
(  7/2| -1  ), 3.50000,-1.00000,  8.62398,  2.13388,  208,        3,
( -1  | -5/2),-1.00000,-2.50000, -2.46399, -8.53553,  209,        1,
( -7/2|  5/2),-3.50000, 2.50000, -8.62398,  2.13388,  209,        2,
(  5/2|  1  ), 2.50000, 1.00000,  6.15999,  6.40164,  209,        3,
( -1  |  7/2),-1.00000, 3.50000, -2.46399,  8.53553,  210,        1,
( -7/2|  1  ),-3.50000, 1.00000, -8.62398, -2.13388,  210,        3,
(  5/2| -7/2), 2.50000,-3.50000,  6.15999, -6.40164,  210,        2,
(-11/3| 11/6),-3.66667, 1.83333, -9.03465,  0.00000,  211,        1,
(-11/6|-11/6),-1.83333,-1.83333, -4.51732, -7.82423,  211,        2,
(-11/6| 11/3),-1.83333, 3.66667, -4.51732,  7.82423,  211,        3,
( 11/3|-11/6), 3.66667,-1.83333,  9.03465, -0.00000,  212,        1,
( 11/6|-11/3), 1.83333,-3.66667,  4.51732, -7.82423,  212,        3,
( 11/6| 11/6), 1.83333, 1.83333,  4.51732,  7.82423,  212,        2,
(-11/3|  4/3),-3.66667, 1.33333, -9.03465, -1.42259,  213,    1+2+3,
( -7/3| -4/3),-2.33333,-1.33333, -5.74932, -7.11294,  214,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -3.28533, -8.53553,  215,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -3.28533,  8.53553,  216,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  3.28533, -8.53553,  217,    1+2+3,
(  4/3|  7/3), 1.33333, 2.33333,  3.28533,  8.53553,  218,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.74932,  7.11294,  219,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  9.03465,  1.42259,  220,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -9.03465,  1.42259,  221,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.74932,  7.11294,  222,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.74932, -7.11294,  223,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  9.03465, -1.42259,  224,    1+2+3,
( -1/6|-19/6),-0.16667,-3.16667, -0.41067, -9.24682,  225,        2,
(-10/3| 19/6),-3.33333, 3.16667, -8.21331,  4.26776,  225,        1,
(-19/6| 10/3),-3.16667, 3.33333, -7.80265,  4.97906,  225,        3,
( -1/6| 10/3),-0.16667, 3.33333, -0.41067,  9.24682,  226,        3,
(-10/3|  1/6),-3.33333, 0.16667, -8.21331, -4.26776,  226,        1,
(-19/6| -1/6),-3.16667,-0.16667, -7.80265, -4.97906,  226,        2,
(  1/6|-10/3), 0.16667,-3.33333,  0.41067, -9.24682,  227,        3,
( 10/3| -1/6), 3.33333,-0.16667,  8.21331,  4.26776,  227,        1,
( 19/6|  1/6), 3.16667, 0.16667,  7.80265,  4.97906,  227,        2,
(  1/6| 19/6), 0.16667, 3.16667,  0.41067,  9.24682,  228,        2,
( 10/3|-19/6), 3.33333,-3.16667,  8.21331, -4.26776,  228,        1,
( 19/6|-10/3), 3.16667,-3.33333,  7.80265, -4.97906,  228,        3,
( -3  | -1/2),-3.00000,-0.50000, -7.39198, -5.69035,  229,        1,
( -7/2|  1/2),-3.50000, 0.50000, -8.62398, -3.55647,  229,        2,
(  1/2|  3  ), 0.50000, 3.00000,  1.23200,  9.24682,  229,        3,
( -1/2|  7/2),-0.50000, 3.50000, -1.23200,  9.24682,  230,        2,
(  3  | -7/2), 3.00000,-3.50000,  7.39198, -5.69035,  230,        1,
(  7/2| -3  ), 3.50000,-3.00000,  8.62398, -3.55647,  230,        3,
( -3  |  7/2),-3.00000, 3.50000, -7.39198,  5.69035,  231,        1,
( -7/2|  3  ),-3.50000, 3.00000, -8.62398,  3.55647,  231,        3,
(  1/2| -7/2), 0.50000,-3.50000,  1.23200, -9.24682,  231,        2,
( -1/2| -3  ),-0.50000,-3.00000, -1.23200, -9.24682,  232,        3,
(  3  |  1/2), 3.00000, 0.50000,  7.39198,  5.69035,  232,        1,
(  7/2| -1/2), 3.50000,-0.50000,  8.62398,  3.55647,  232,        2,
(-13/6| -5/3),-2.16667,-1.66667, -5.33865, -7.82423,  233,        3,
( 23/6|-13/6), 3.83333,-2.16667,  9.44531, -0.71129,  233,        2,
(  5/3| 13/6), 1.66667, 2.16667,  4.10666,  8.53553,  233,        1,
(-11/3|  5/6),-3.66667, 0.83333, -9.03465, -2.84518,  234,        1,
(-17/6| -5/6),-2.83333,-0.83333, -6.98132, -6.40164,  234,        2,
( -5/6| 11/3),-0.83333, 3.66667, -2.05333,  9.24682,  234,        3,
( 11/3| -5/6), 3.66667,-0.83333,  9.03465,  2.84518,  235,        1,
( 17/6|  5/6), 2.83333, 0.83333,  6.98132,  6.40164,  235,        2,
(  5/6|-11/3), 0.83333,-3.66667,  2.05333, -9.24682,  235,        3,
(-23/6|  5/3),-3.83333, 1.66667, -9.44531, -0.71129,  236,        3,
( -5/3| 23/6),-1.66667, 3.83333, -4.10666,  8.53553,  236,        1,
( 13/6|-23/6), 2.16667,-3.83333,  5.33865, -7.82423,  236,        2,
(-23/6| 13/6),-3.83333, 2.16667, -9.44531,  0.71129,  237,        2,
( -5/3|-13/6),-1.66667,-2.16667, -4.10666, -8.53553,  237,        1,
( 13/6|  5/3), 2.16667, 1.66667,  5.33865,  7.82423,  237,        3,
(-11/3| 17/6),-3.66667, 2.83333, -9.03465,  2.84518,  238,        1,
(-17/6| 11/3),-2.83333, 3.66667, -6.98132,  6.40164,  238,        3,
( -5/6|-17/6),-0.83333,-2.83333, -2.05333, -9.24682,  238,        2,
(-13/6| 23/6),-2.16667, 3.83333, -5.33865,  7.82423,  239,        2,
( 23/6| -5/3), 3.83333,-1.66667,  9.44531,  0.71129,  239,        3,
(  5/3|-23/6), 1.66667,-3.83333,  4.10666, -8.53553,  239,        1,
( 11/3|-17/6), 3.66667,-2.83333,  9.03465, -2.84518,  240,        1,
( 17/6|-11/3), 2.83333,-3.66667,  6.98132, -6.40164,  240,        3,
(  5/6| 17/6), 0.83333, 2.83333,  2.05333,  9.24682,  240,        2,
( -7/6| -8/3),-1.16667,-2.66667, -2.87466, -9.24682,  241,        3,
( 23/6| -7/6), 3.83333,-1.16667,  9.44531,  2.13388,  241,        2,
(  8/3|  7/6), 2.66667, 1.16667,  6.57065,  7.11294,  241,        1,
( -7/6| 23/6),-1.16667, 3.83333, -2.87466,  9.24682,  242,        2,
( 23/6| -8/3), 3.83333,-2.66667,  9.44531, -2.13388,  242,        3,
(  8/3|-23/6), 2.66667,-3.83333,  6.57065, -7.11294,  242,        1,
(-23/6|  7/6),-3.83333, 1.16667, -9.44531, -2.13388,  243,        2,
( -8/3| -7/6),-2.66667,-1.16667, -6.57065, -7.11294,  243,        1,
(  7/6|  8/3), 1.16667, 2.66667,  2.87466,  9.24682,  243,        3,
(-23/6|  8/3),-3.83333, 2.66667, -9.44531,  2.13388,  244,        3,
( -8/3| 23/6),-2.66667, 3.83333, -6.57065,  7.11294,  244,        1,
(  7/6|-23/6), 1.16667,-3.83333,  2.87466, -9.24682,  244,        2,
( -2  | -2  ),-2.00000,-2.00000, -4.92799, -8.53553,  245,    1+2+3,
(  2  |  2  ), 2.00000, 2.00000,  4.92799,  8.53553,  246,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -9.85598,  0.00000,  247,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  9.85598, -0.00000,  248,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.92799,  8.53553,  249,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.92799, -8.53553,  250,    1+2+3,
( -3/2| -5/2),-1.50000,-2.50000, -3.69599, -9.24682,  251,        2,
( -4  |  5/2),-4.00000, 2.50000, -9.85598,  1.42259,  251,        1,
( -5/2|  4  ),-2.50000, 4.00000, -6.15999,  7.82423,  251,        3,
(  3/2|  5/2), 1.50000, 2.50000,  3.69599,  9.24682,  252,        2,
(  4  | -5/2), 4.00000,-2.50000,  9.85598, -1.42259,  252,        1,
(  5/2| -4  ), 2.50000,-4.00000,  6.15999, -7.82423,  252,        3,
( -7/2|  0  ),-3.50000, 0.00000, -8.62398, -4.97906,  253,        3,
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  9.95811,  253,        1,
(  7/2| -7/2), 3.50000,-3.50000,  8.62398, -4.97906,  253,        2,
( -7/2|  7/2),-3.50000, 3.50000, -8.62398,  4.97906,  254,        2,
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -9.95811,  254,        1,
(  7/2|  0  ), 3.50000, 0.00000,  8.62398,  4.97906,  254,        3,
( -3/2|  4  ),-1.50000, 4.00000, -3.69599,  9.24682,  255,        3,
( -4  |  3/2),-4.00000, 1.50000, -9.85598, -1.42259,  255,        1,
( -5/2| -3/2),-2.50000,-1.50000, -6.15999, -7.82423,  255,        2,
(  3/2| -4  ), 1.50000,-4.00000,  3.69599, -9.24682,  256,        3,
(  4  | -3/2), 4.00000,-1.50000,  9.85598,  1.42259,  256,        1,
(  5/2|  3/2), 2.50000, 1.50000,  6.15999,  7.82423,  256,        2,
(-11/3|  1/3),-3.66667, 0.33333, -9.03465, -4.26776,  257,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -8.21331, -5.69035,  258,    1+2+3,
( -1/3|-10/3),-0.33333,-3.33333, -0.82133, -9.95811,  259,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.82133,  9.95811,  260,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.82133, -9.95811,  261,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.82133,  9.95811,  262,    1+2+3,
( 10/3|  1/3), 3.33333, 0.33333,  8.21331,  5.69035,  263,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  9.03465,  4.26776,  264,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -9.03465,  4.26776,  265,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -8.21331,  5.69035,  266,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  8.21331, -5.69035,  267,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  9.03465, -4.26776,  268,    1+2+3,
(-19/6| -2/3),-3.16667,-0.66667, -7.80265, -6.40164,  269,        3,
(  2/3| 19/6), 0.66667, 3.16667,  1.64266,  9.95811,  269,        1,
( 23/6|-19/6), 3.83333,-3.16667,  9.44531, -3.55647,  269,        2,
( -2/3|-19/6),-0.66667,-3.16667, -1.64266, -9.95811,  270,        1,
(-23/6| 19/6),-3.83333, 3.16667, -9.44531,  3.55647,  270,        2,
( 19/6|  2/3), 3.16667, 0.66667,  7.80265,  6.40164,  270,        3,
(-19/6| 23/6),-3.16667, 3.83333, -7.80265,  6.40164,  271,        2,
(  2/3|-23/6), 0.66667,-3.83333,  1.64266, -9.95811,  271,        1,
( 23/6| -2/3), 3.83333,-0.66667,  9.44531,  3.55647,  271,        3,
( -2/3| 23/6),-0.66667, 3.83333, -1.64266,  9.95811,  272,        1,
(-23/6|  2/3),-3.83333, 0.66667, -9.44531, -3.55647,  272,        3,
( 19/6|-23/6), 3.16667,-3.83333,  7.80265, -6.40164,  272,        2,
( -4  |  1  ),-4.00000, 1.00000, -9.85598, -2.84518,  273,    1+2+3,
( -3  | -1  ),-3.00000,-1.00000, -7.39198, -7.11294,  274,    1+2+3,
( -1  | -3  ),-1.00000,-3.00000, -2.46399, -9.95811,  275,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.46399,  9.95811,  276,    1+2+3,
(  3  |  1  ), 3.00000, 1.00000,  7.39198,  7.11294,  277,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  9.85598,  2.84518,  278,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -9.85598,  2.84518,  279,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -7.39198,  7.11294,  280,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.46399,  9.95811,  281,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.46399, -9.95811,  282,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  7.39198, -7.11294,  283,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  9.85598, -2.84518,  284,    1+2+3,
(-11/6| -7/3),-1.83333,-2.33333, -4.51732, -9.24682,  285,        3,
( 25/6|-11/6), 4.16667,-1.83333, 10.26664,  0.71129,  285,        2,
(  7/3| 11/6), 2.33333, 1.83333,  5.74932,  8.53553,  285,        1,
(-25/6| 11/6),-4.16667, 1.83333,-10.26664, -0.71129,  286,        2,
( -7/3|-11/6),-2.33333,-1.83333, -5.74932, -8.53553,  286,        1,
( 11/6|  7/3), 1.83333, 2.33333,  4.51732,  9.24682,  286,        3,
(-25/6|  7/3),-4.16667, 2.33333,-10.26664,  0.71129,  287,        3,
( -7/3| 25/6),-2.33333, 4.16667, -5.74932,  8.53553,  287,        1,
( 11/6|-25/6), 1.83333,-4.16667,  4.51732, -9.24682,  287,        2,
(-11/6| 25/6),-1.83333, 4.16667, -4.51732,  9.24682,  288,        2,
( 25/6| -7/3), 4.16667,-2.33333, 10.26664, -0.71129,  288,        3,
(  7/3|-25/6), 2.33333,-4.16667,  5.74932, -8.53553,  288,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.98132, -7.82423,  289,        3,
( 25/6|-17/6), 4.16667,-2.83333, 10.26664, -2.13388,  289,        2,
(  4/3| 17/6), 1.33333, 2.83333,  3.28533,  9.95811,  289,        1,
(-25/6|  4/3),-4.16667, 1.33333,-10.26664, -2.13388,  290,        3,
( -4/3| 25/6),-1.33333, 4.16667, -3.28533,  9.95811,  290,        1,
( 17/6|-25/6), 2.83333,-4.16667,  6.98132, -7.82423,  290,        2,
(-25/6| 17/6),-4.16667, 2.83333,-10.26664,  2.13388,  291,        2,
( -4/3|-17/6),-1.33333,-2.83333, -3.28533, -9.95811,  291,        1,
( 17/6|  4/3), 2.83333, 1.33333,  6.98132,  7.82423,  291,        3,
(-17/6| 25/6),-2.83333, 4.16667, -6.98132,  7.82423,  292,        2,
( 25/6| -4/3), 4.16667,-1.33333, 10.26664,  2.13388,  292,        3,
