# This file was automatically generated by ViPErLEED v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect - pm overlayer.tlm
#
# Structure: Ag(111)-(r3x3)rect
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pm[1 0]); a = 4.9958 AA; b = 8.6529 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [4.3265 2.4979]; b = [-4.3264  7.4936]
#            Superlattice: [[2 1] [0 3]]
# Domain 2 - Basis: a = [-4.3264  2.4979]; b = [4.3265 7.4936]
#            Superlattice: [[-1  1] [ 3  3]]
# Domain 3 - Basis: a = [-0.0000 -4.9958]; b = [-8.6529  0.0000]
#            Superlattice: [[-1 -2] [-3  0]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
(-13/6| 17/6),-2.16667, 2.83333, -4.71989,  4.40197,   54,        2,
(-17/6| 13/6),-2.83333, 2.16667, -6.17216,  1.88656,   54,        2,
(  2/3|-17/6), 0.66667,-2.83333,  1.45227, -6.28853,   54,        3,
( -2/3|-13/6),-0.66667,-2.16667, -1.45227, -6.28853,   54,        3,
(  3/2|  3/2), 1.50000, 1.50000,  3.26761,  5.65967,   55,        2,
(  3  | -3/2), 3.00000,-1.50000,  6.53523, -0.00000,   55,        3,
( -3/2|  3  ),-1.50000, 3.00000, -3.26761,  5.65967,   55,        1,
(  3/2| -3  ), 1.50000,-3.00000,  3.26761, -5.65967,   55,        1,
( -3  |  3/2),-3.00000, 1.50000, -6.53523,  0.00000,   55,        3,
( -3/2| -3/2),-1.50000,-1.50000, -3.26761, -5.65967,   55,        2,
(  1  |  2  ), 1.00000, 2.00000,  2.17841,  6.28853,   56,    1+2+3,
( -1  |  3  ),-1.00000, 3.00000, -2.17841,  6.28853,   56,    1+2+3,
(  3  | -2  ), 3.00000,-2.00000,  6.53523, -1.25771,   56,    1+2+3,
(  2  | -3  ), 2.00000,-3.00000,  4.35682, -5.03082,   56,    1+2+3,
( -3  |  1  ),-3.00000, 1.00000, -6.53523, -1.25771,   56,    1+2+3,
( -2  | -1  ),-2.00000,-1.00000, -4.35682, -5.03082,   56,    1+2+3,
(  2  |  1  ), 2.00000, 1.00000,  4.35682,  5.03082,   57,    1+2+3,
(  3  | -1  ), 3.00000,-1.00000,  6.53523,  1.25771,   57,    1+2+3,
( -2  |  3  ),-2.00000, 3.00000, -4.35682,  5.03082,   57,    1+2+3,
( -3  |  2  ),-3.00000, 2.00000, -6.53523,  1.25771,   57,    1+2+3,
(  1  | -3  ), 1.00000,-3.00000,  2.17841, -6.28853,   57,    1+2+3,
( -1  | -2  ),-1.00000,-2.00000, -2.17841, -6.28853,   57,    1+2+3,
(  4/3| 11/6), 1.33333, 1.83333,  2.90455,  6.28853,   58,        3,
( -4/3| 19/6),-1.33333, 3.16667, -2.90455,  6.28853,   58,        3,
( 19/6|-11/6), 3.16667,-1.83333,  6.89830, -0.62885,   58,        2,
( 11/6|-19/6), 1.83333,-3.16667,  3.99375, -5.65967,   58,        2,
(-19/6|  4/3),-3.16667, 1.33333, -6.89830, -0.62885,   58,        1,
(-11/6| -4/3),-1.83333,-1.33333, -3.99375, -5.65967,   58,        1,
(  8/3|  1/6), 2.66667, 0.16667,  5.80909,  3.77312,   59,        3,
( 17/6| -1/6), 2.83333,-0.16667,  6.17216,  3.14426,   59,        2,
( -8/3| 17/6),-2.66667, 2.83333, -5.80909,  3.77312,   59,        3,
(-17/6|  8/3),-2.83333, 2.66667, -6.17216,  3.14426,   59,        1,
(  1/6|-17/6), 0.16667,-2.83333,  0.36307, -6.91738,   59,        2,
( -1/6| -8/3),-0.16667,-2.66667, -0.36307, -6.91738,   59,        1,
( 11/6|  4/3), 1.83333, 1.33333,  3.99375,  5.65967,   60,        1,
( 19/6| -4/3), 3.16667,-1.33333,  6.89830,  0.62885,   60,        1,
(-11/6| 19/6),-1.83333, 3.16667, -3.99375,  5.65967,   60,        2,
(-19/6| 11/6),-3.16667, 1.83333, -6.89830,  0.62885,   60,        2,
(  4/3|-19/6), 1.33333,-3.16667,  2.90455, -6.28853,   60,        3,
( -4/3|-11/6),-1.33333,-1.83333, -2.90455, -6.28853,   60,        3,
(  1/6|  8/3), 0.16667, 2.66667,  0.36307,  6.91738,   61,        1,
( -1/6| 17/6),-0.16667, 2.83333, -0.36307,  6.91738,   61,        2,
( 17/6| -8/3), 2.83333,-2.66667,  6.17216, -3.14426,   61,        1,
(  8/3|-17/6), 2.66667,-2.83333,  5.80909, -3.77312,   61,        3,
(-17/6|  1/6),-2.83333, 0.16667, -6.17216, -3.14426,   61,        2,
( -8/3| -1/6),-2.66667,-0.16667, -5.80909, -3.77312,   61,        3,
(  5/2|  1/2), 2.50000, 0.50000,  5.44602,  4.40197,   62,        2,
(  3  | -1/2), 3.00000,-0.50000,  6.53523,  2.51541,   62,        3,
( -5/2|  3  ),-2.50000, 3.00000, -5.44602,  4.40197,   62,        1,
( -3  |  5/2),-3.00000, 2.50000, -6.53523,  2.51541,   62,        3,
(  1/2| -3  ), 0.50000,-3.00000,  1.08920, -6.91738,   62,        1,
( -1/2| -5/2),-0.50000,-2.50000, -1.08920, -6.91738,   62,        2,
(  1/2|  5/2), 0.50000, 2.50000,  1.08920,  6.91738,   63,        2,
( -1/2|  3  ),-0.50000, 3.00000, -1.08920,  6.91738,   63,        1,
(  3  | -5/2), 3.00000,-2.50000,  6.53523, -2.51541,   63,        3,
(  5/2| -3  ), 2.50000,-3.00000,  5.44602, -4.40197,   63,        1,
( -3  |  1/2),-3.00000, 0.50000, -6.53523, -2.51541,   63,        3,
( -5/2| -1/2),-2.50000,-0.50000, -5.44602, -4.40197,   63,        2,
(  7/3|  5/6), 2.33333, 0.83333,  5.08295,  5.03082,   64,        3,
( 19/6| -5/6), 3.16667,-0.83333,  6.89830,  1.88656,   64,        2,
( -7/3| 19/6),-2.33333, 3.16667, -5.08295,  5.03082,   64,        3,
(-19/6|  7/3),-3.16667, 2.33333, -6.89830,  1.88656,   64,        1,
(  5/6|-19/6), 0.83333,-3.16667,  1.81534, -6.91738,   64,        2,
( -5/6| -7/3),-0.83333,-2.33333, -1.81534, -6.91738,   64,        1,
(  5/6|  7/3), 0.83333, 2.33333,  1.81534,  6.91738,   65,        1,
( -5/6| 19/6),-0.83333, 3.16667, -1.81534,  6.91738,   65,        2,
( 19/6| -7/3), 3.16667,-2.33333,  6.89830, -1.88656,   65,        1,
(  7/3|-19/6), 2.33333,-3.16667,  5.08295, -5.03082,   65,        3,
(-19/6|  5/6),-3.16667, 0.83333, -6.89830, -1.88656,   65,        2,
( -7/3| -5/6),-2.33333,-0.83333, -5.08295, -5.03082,   65,        3,
(  5/3|  5/3), 1.66667, 1.66667,  3.63068,  6.28853,   66,    1+2+3,
( 10/3| -5/3), 3.33333,-1.66667,  7.26136, -0.00000,   66,    1+2+3,
( -5/3| 10/3),-1.66667, 3.33333, -3.63068,  6.28853,   66,    1+2+3,
(  5/3|-10/3), 1.66667,-3.33333,  3.63068, -6.28853,   66,    1+2+3,
(-10/3|  5/3),-3.33333, 1.66667, -7.26136,  0.00000,   66,    1+2+3,
( -5/3| -5/3),-1.66667,-1.66667, -3.63068, -6.28853,   66,    1+2+3,
( 13/6|  7/6), 2.16667, 1.16667,  4.71989,  5.65967,   67,        2,
( 10/3| -7/6), 3.33333,-1.16667,  7.26136,  1.25771,   67,        3,
(-13/6| 10/3),-2.16667, 3.33333, -4.71989,  5.65967,   67,        1,
(-10/3| 13/6),-3.33333, 2.16667, -7.26136,  1.25771,   67,        3,
(  7/6|-10/3), 1.16667,-3.33333,  2.54148, -6.91738,   67,        1,
( -7/6|-13/6),-1.16667,-2.16667, -2.54148, -6.91738,   67,        2,
(  7/6| 13/6), 1.16667, 2.16667,  2.54148,  6.91738,   68,        2,
( -7/6| 10/3),-1.16667, 3.33333, -2.54148,  6.91738,   68,        1,
( 10/3|-13/6), 3.33333,-2.16667,  7.26136, -1.25771,   68,        3,
( 13/6|-10/3), 2.16667,-3.33333,  4.71989, -5.65967,   68,        1,
(-10/3|  7/6),-3.33333, 1.16667, -7.26136, -1.25771,   68,        3,
(-13/6| -7/6),-2.16667,-1.16667, -4.71989, -5.65967,   68,        2,
(  3  |  0  ), 3.00000, 0.00000,  6.53523,  3.77312,   69,    1+2+3,
( -3  |  3  ),-3.00000, 3.00000, -6.53523,  3.77312,   69,    1+2+3,
(  0  | -3  ), 0.00000,-3.00000,  0.00000, -7.54623,   69,    1+2+3,
(  0  |  3  ), 0.00000, 3.00000,  0.00000,  7.54623,   70,    1+2+3,
(  3  | -3  ), 3.00000,-3.00000,  6.53523, -3.77312,   70,    1+2+3,
( -3  |  0  ),-3.00000, 0.00000, -6.53523, -3.77312,   70,    1+2+3,
( 17/6|  1/3), 2.83333, 0.33333,  6.17216,  4.40197,   71,        1,
( 19/6| -1/3), 3.16667,-0.33333,  6.89830,  3.14426,   71,        1,
(-17/6| 19/6),-2.83333, 3.16667, -6.17216,  4.40197,   71,        2,
(-19/6| 17/6),-3.16667, 2.83333, -6.89830,  3.14426,   71,        2,
(  1/3|-19/6), 0.33333,-3.16667,  0.72614, -7.54623,   71,        3,
( -1/3|-17/6),-0.33333,-2.83333, -0.72614, -7.54623,   71,        3,
(  1/3| 17/6), 0.33333, 2.83333,  0.72614,  7.54623,   72,        3,
( -1/3| 19/6),-0.33333, 3.16667, -0.72614,  7.54623,   72,        3,
( 19/6|-17/6), 3.16667,-2.83333,  6.89830, -3.14426,   72,        2,
( 17/6|-19/6), 2.83333,-3.16667,  6.17216, -4.40197,   72,        2,
(-19/6|  1/3),-3.16667, 0.33333, -6.89830, -3.14426,   72,        1,
(-17/6| -1/3),-2.83333,-0.33333, -6.17216, -4.40197,   72,        1,
(  2  |  3/2), 2.00000, 1.50000,  4.35682,  6.28853,   73,        3,
(  7/2| -3/2), 3.50000,-1.50000,  7.62443,  0.62885,   73,        2,
( -2  |  7/2),-2.00000, 3.50000, -4.35682,  6.28853,   73,        3,
( -7/2|  2  ),-3.50000, 2.00000, -7.62443,  0.62885,   73,        1,
(  3/2| -7/2), 1.50000,-3.50000,  3.26761, -6.91738,   73,        2,
( -3/2| -2  ),-1.50000,-2.00000, -3.26761, -6.91738,   73,        1,
(  3/2|  2  ), 1.50000, 2.00000,  3.26761,  6.91738,   74,        1,
( -3/2|  7/2),-1.50000, 3.50000, -3.26761,  6.91738,   74,        2,
(  7/2| -2  ), 3.50000,-2.00000,  7.62443, -0.62885,   74,        1,
(  2  | -7/2), 2.00000,-3.50000,  4.35682, -6.28853,   74,        3,
( -7/2|  3/2),-3.50000, 1.50000, -7.62443, -0.62885,   74,        2,
( -2  | -3/2),-2.00000,-1.50000, -4.35682, -6.28853,   74,        3,
(  2/3|  8/3), 0.66667, 2.66667,  1.45227,  7.54623,   75,    1+2+3,
( -2/3| 10/3),-0.66667, 3.33333, -1.45227,  7.54623,   75,    1+2+3,
( 10/3| -8/3), 3.33333,-2.66667,  7.26136, -2.51541,   75,    1+2+3,
(  8/3|-10/3), 2.66667,-3.33333,  5.80909, -5.03082,   75,    1+2+3,
(-10/3|  2/3),-3.33333, 0.66667, -7.26136, -2.51541,   75,    1+2+3,
( -8/3| -2/3),-2.66667,-0.66667, -5.80909, -5.03082,   75,    1+2+3,
(  8/3|  2/3), 2.66667, 0.66667,  5.80909,  5.03082,   76,    1+2+3,
( 10/3| -2/3), 3.33333,-0.66667,  7.26136,  2.51541,   76,    1+2+3,
( -8/3| 10/3),-2.66667, 3.33333, -5.80909,  5.03082,   76,    1+2+3,
(-10/3|  8/3),-3.33333, 2.66667, -7.26136,  2.51541,   76,    1+2+3,
(  2/3|-10/3), 0.66667,-3.33333,  1.45227, -7.54623,   76,    1+2+3,
( -2/3| -8/3),-0.66667,-2.66667, -1.45227, -7.54623,   76,    1+2+3,
(  1  |  5/2), 1.00000, 2.50000,  2.17841,  7.54623,   77,        3,
( -1  |  7/2),-1.00000, 3.50000, -2.17841,  7.54623,   77,        3,
(  7/2| -5/2), 3.50000,-2.50000,  7.62443, -1.88656,   77,        2,
(  5/2| -7/2), 2.50000,-3.50000,  5.44602, -5.65967,   77,        2,
( -7/2|  1  ),-3.50000, 1.00000, -7.62443, -1.88656,   77,        1,
( -5/2| -1  ),-2.50000,-1.00000, -5.44602, -5.65967,   77,        1,
(  5/2|  1  ), 2.50000, 1.00000,  5.44602,  5.65967,   78,        1,
(  7/2| -1  ), 3.50000,-1.00000,  7.62443,  1.88656,   78,        1,
( -5/2|  7/2),-2.50000, 3.50000, -5.44602,  5.65967,   78,        2,
( -7/2|  5/2),-3.50000, 2.50000, -7.62443,  1.88656,   78,        2,
(  1  | -7/2), 1.00000,-3.50000,  2.17841, -7.54623,   78,        3,
( -1  | -5/2),-1.00000,-2.50000, -2.17841, -7.54623,   78,        3,
( 11/6| 11/6), 1.83333, 1.83333,  3.99375,  6.91738,   79,        2,
( 11/3|-11/6), 3.66667,-1.83333,  7.98750, -0.00000,   79,        3,
(-11/6| 11/3),-1.83333, 3.66667, -3.99375,  6.91738,   79,        1,
( 11/6|-11/3), 1.83333,-3.66667,  3.99375, -6.91738,   79,        1,
(-11/3| 11/6),-3.66667, 1.83333, -7.98750,  0.00000,   79,        3,
(-11/6|-11/6),-1.83333,-1.83333, -3.99375, -6.91738,   79,        2,
(  4/3|  7/3), 1.33333, 2.33333,  2.90455,  7.54623,   80,    1+2+3,
( -4/3| 11/3),-1.33333, 3.66667, -2.90455,  7.54623,   80,    1+2+3,
( 11/3| -7/3), 3.66667,-2.33333,  7.98750, -1.25771,   80,    1+2+3,
(  7/3|-11/3), 2.33333,-3.66667,  5.08295, -6.28853,   80,    1+2+3,
(-11/3|  4/3),-3.66667, 1.33333, -7.98750, -1.25771,   80,    1+2+3,
( -7/3| -4/3),-2.33333,-1.33333, -5.08295, -6.28853,   80,    1+2+3,
(  7/3|  4/3), 2.33333, 1.33333,  5.08295,  6.28853,   81,    1+2+3,
( 11/3| -4/3), 3.66667,-1.33333,  7.98750,  1.25771,   81,    1+2+3,
( -7/3| 11/3),-2.33333, 3.66667, -5.08295,  6.28853,   81,    1+2+3,
(-11/3|  7/3),-3.66667, 2.33333, -7.98750,  1.25771,   81,    1+2+3,
(  4/3|-11/3), 1.33333,-3.66667,  2.90455, -7.54623,   81,    1+2+3,
( -4/3| -7/3),-1.33333,-2.33333, -2.90455, -7.54623,   81,    1+2+3,
( 19/6|  1/6), 3.16667, 0.16667,  6.89830,  4.40197,   82,        2,
( 10/3| -1/6), 3.33333,-0.16667,  7.26136,  3.77312,   82,        3,
(-19/6| 10/3),-3.16667, 3.33333, -6.89830,  4.40197,   82,        1,
(-10/3| 19/6),-3.33333, 3.16667, -7.26136,  3.77312,   82,        3,
(  1/6|-10/3), 0.16667,-3.33333,  0.36307, -8.17508,   82,        1,
( -1/6|-19/6),-0.16667,-3.16667, -0.36307, -8.17508,   82,        2,
(  1/6| 19/6), 0.16667, 3.16667,  0.36307,  8.17508,   83,        2,
( -1/6| 10/3),-0.16667, 3.33333, -0.36307,  8.17508,   83,        1,
( 10/3|-19/6), 3.33333,-3.16667,  7.26136, -3.77312,   83,        3,
( 19/6|-10/3), 3.16667,-3.33333,  6.89830, -4.40197,   83,        1,
(-10/3|  1/6),-3.33333, 0.16667, -7.26136, -3.77312,   83,        3,
(-19/6| -1/6),-3.16667,-0.16667, -6.89830, -4.40197,   83,        2,
(  3  |  1/2), 3.00000, 0.50000,  6.53523,  5.03082,   84,        3,
(  7/2| -1/2), 3.50000,-0.50000,  7.62443,  3.14426,   84,        2,
( -3  |  7/2),-3.00000, 3.50000, -6.53523,  5.03082,   84,        3,
( -7/2|  3  ),-3.50000, 3.00000, -7.62443,  3.14426,   84,        1,
(  1/2| -7/2), 0.50000,-3.50000,  1.08920, -8.17508,   84,        2,
( -1/2| -3  ),-0.50000,-3.00000, -1.08920, -8.17508,   84,        1,
(  1/2|  3  ), 0.50000, 3.00000,  1.08920,  8.17508,   85,        1,
( -1/2|  7/2),-0.50000, 3.50000, -1.08920,  8.17508,   85,        2,
(  7/2| -3  ), 3.50000,-3.00000,  7.62443, -3.14426,   85,        1,
(  3  | -7/2), 3.00000,-3.50000,  6.53523, -5.03082,   85,        3,
( -7/2|  1/2),-3.50000, 0.50000, -7.62443, -3.14426,   85,        2,
( -3  | -1/2),-3.00000,-0.50000, -6.53523, -5.03082,   85,        3,
(  5/3| 13/6), 1.66667, 2.16667,  3.63068,  7.54623,   86,        3,
( -5/3| 23/6),-1.66667, 3.83333, -3.63068,  7.54623,   86,        3,
( 23/6|-13/6), 3.83333,-2.16667,  8.35057, -0.62885,   86,        2,
( 13/6|-23/6), 2.16667,-3.83333,  4.71989, -6.91738,   86,        2,
(-23/6|  5/3),-3.83333, 1.66667, -8.35057, -0.62885,   86,        1,
(-13/6| -5/3),-2.16667,-1.66667, -4.71989, -6.91738,   86,        1,
( 13/6|  5/3), 2.16667, 1.66667,  4.71989,  6.91738,   87,        1,
( 23/6| -5/3), 3.83333,-1.66667,  8.35057,  0.62885,   87,        1,
(-13/6| 23/6),-2.16667, 3.83333, -4.71989,  6.91738,   87,        2,
(-23/6| 13/6),-3.83333, 2.16667, -8.35057,  0.62885,   87,        2,
(  5/3|-23/6), 1.66667,-3.83333,  3.63068, -7.54623,   87,        3,
( -5/3|-13/6),-1.66667,-2.16667, -3.63068, -7.54623,   87,        3,
( 17/6|  5/6), 2.83333, 0.83333,  6.17216,  5.65967,   88,        2,
( 11/3| -5/6), 3.66667,-0.83333,  7.98750,  2.51541,   88,        3,
(-17/6| 11/3),-2.83333, 3.66667, -6.17216,  5.65967,   88,        1,
(-11/3| 17/6),-3.66667, 2.83333, -7.98750,  2.51541,   88,        3,
(  5/6|-11/3), 0.83333,-3.66667,  1.81534, -8.17508,   88,        1,
( -5/6|-17/6),-0.83333,-2.83333, -1.81534, -8.17508,   88,        2,
(  5/6| 17/6), 0.83333, 2.83333,  1.81534,  8.17508,   89,        2,
( -5/6| 11/3),-0.83333, 3.66667, -1.81534,  8.17508,   89,        1,
( 11/3|-17/6), 3.66667,-2.83333,  7.98750, -2.51541,   89,        3,
( 17/6|-11/3), 2.83333,-3.66667,  6.17216, -5.65967,   89,        1,
(-11/3|  5/6),-3.66667, 0.83333, -7.98750, -2.51541,   89,        3,
(-17/6| -5/6),-2.83333,-0.83333, -6.17216, -5.65967,   89,        2,
(  8/3|  7/6), 2.66667, 1.16667,  5.80909,  6.28853,   90,        3,
( 23/6| -7/6), 3.83333,-1.16667,  8.35057,  1.88656,   90,        2,
( -8/3| 23/6),-2.66667, 3.83333, -5.80909,  6.28853,   90,        3,
(-23/6|  8/3),-3.83333, 2.66667, -8.35057,  1.88656,   90,        1,
(  7/6|-23/6), 1.16667,-3.83333,  2.54148, -8.17508,   90,        2,
( -7/6| -8/3),-1.16667,-2.66667, -2.54148, -8.17508,   90,        1,
(  7/6|  8/3), 1.16667, 2.66667,  2.54148,  8.17508,   91,        1,
( -7/6| 23/6),-1.16667, 3.83333, -2.54148,  8.17508,   91,        2,
( 23/6| -8/3), 3.83333,-2.66667,  8.35057, -1.88656,   91,        1,
(  8/3|-23/6), 2.66667,-3.83333,  5.80909, -6.28853,   91,        3,
(-23/6|  7/6),-3.83333, 1.16667, -8.35057, -1.88656,   91,        2,
( -8/3| -7/6),-2.66667,-1.16667, -5.80909, -6.28853,   91,        3,
(  2  |  2  ), 2.00000, 2.00000,  4.35682,  7.54623,   92,    1+2+3,
(  4  | -2  ), 4.00000,-2.00000,  8.71364, -0.00000,   92,    1+2+3,
( -2  |  4  ),-2.00000, 4.00000, -4.35682,  7.54623,   92,    1+2+3,
(  2  | -4  ), 2.00000,-4.00000,  4.35682, -7.54623,   92,    1+2+3,
( -4  |  2  ),-4.00000, 2.00000, -8.71364,  0.00000,   92,    1+2+3,
( -2  | -2  ),-2.00000,-2.00000, -4.35682, -7.54623,   92,    1+2+3,
(  5/2|  3/2), 2.50000, 1.50000,  5.44602,  6.91738,   93,        2,
(  4  | -3/2), 4.00000,-1.50000,  8.71364,  1.25771,   93,        3,
( -5/2|  4  ),-2.50000, 4.00000, -5.44602,  6.91738,   93,        1,
( -4  |  5/2),-4.00000, 2.50000, -8.71364,  1.25771,   93,        3,
(  3/2| -4  ), 1.50000,-4.00000,  3.26761, -8.17508,   93,        1,
( -3/2| -5/2),-1.50000,-2.50000, -3.26761, -8.17508,   93,        2,
(  7/2|  0  ), 3.50000, 0.00000,  7.62443,  4.40197,   94,        1,
( -7/2|  7/2),-3.50000, 3.50000, -7.62443,  4.40197,   94,        2,
(  0  | -7/2), 0.00000,-3.50000,  0.00000, -8.80394,   94,        3,
(  0  |  7/2), 0.00000, 3.50000,  0.00000,  8.80394,   95,        3,
(  7/2| -7/2), 3.50000,-3.50000,  7.62443, -4.40197,   95,        2,
( -7/2|  0  ),-3.50000, 0.00000, -7.62443, -4.40197,   95,        1,
(  3/2|  5/2), 1.50000, 2.50000,  3.26761,  8.17508,   96,        2,
( -3/2|  4  ),-1.50000, 4.00000, -3.26761,  8.17508,   96,        1,
(  4  | -5/2), 4.00000,-2.50000,  8.71364, -1.25771,   96,        3,
(  5/2| -4  ), 2.50000,-4.00000,  5.44602, -6.91738,   96,        1,
( -4  |  3/2),-4.00000, 1.50000, -8.71364, -1.25771,   96,        3,
( -5/2| -3/2),-2.50000,-1.50000, -5.44602, -6.91738,   96,        2,
( 10/3|  1/3), 3.33333, 0.33333,  7.26136,  5.03082,   97,    1+2+3,
( 11/3| -1/3), 3.66667,-0.33333,  7.98750,  3.77312,   97,    1+2+3,
(-10/3| 11/3),-3.33333, 3.66667, -7.26136,  5.03082,   97,    1+2+3,
(-11/3| 10/3),-3.66667, 3.33333, -7.98750,  3.77312,   97,    1+2+3,
(  1/3|-11/3), 0.33333,-3.66667,  0.72614, -8.80394,   97,    1+2+3,
( -1/3|-10/3),-0.33333,-3.33333, -0.72614, -8.80394,   97,    1+2+3,
(  1/3| 10/3), 0.33333, 3.33333,  0.72614,  8.80394,   98,    1+2+3,
( -1/3| 11/3),-0.33333, 3.66667, -0.72614,  8.80394,   98,    1+2+3,
( 11/3|-10/3), 3.66667,-3.33333,  7.98750, -3.77312,   98,    1+2+3,
( 10/3|-11/3), 3.33333,-3.66667,  7.26136, -5.03082,   98,    1+2+3,
(-11/3|  1/3),-3.66667, 0.33333, -7.98750, -3.77312,   98,    1+2+3,
(-10/3| -1/3),-3.33333,-0.33333, -7.26136, -5.03082,   98,    1+2+3,
( 19/6|  2/3), 3.16667, 0.66667,  6.89830,  5.65967,   99,        1,
( 23/6| -2/3), 3.83333,-0.66667,  8.35057,  3.14426,   99,        1,
(-19/6| 23/6),-3.16667, 3.83333, -6.89830,  5.65967,   99,        2,
(-23/6| 19/6),-3.83333, 3.16667, -8.35057,  3.14426,   99,        2,
(  2/3|-23/6), 0.66667,-3.83333,  1.45227, -8.80394,   99,        3,
( -2/3|-19/6),-0.66667,-3.16667, -1.45227, -8.80394,   99,        3,
(  2/3| 19/6), 0.66667, 3.16667,  1.45227,  8.80394,  100,        3,
( -2/3| 23/6),-0.66667, 3.83333, -1.45227,  8.80394,  100,        3,
( 23/6|-19/6), 3.83333,-3.16667,  8.35057, -3.14426,  100,        2,
( 19/6|-23/6), 3.16667,-3.83333,  6.89830, -5.65967,  100,        2,
(-23/6|  2/3),-3.83333, 0.66667, -8.35057, -3.14426,  100,        1,
(-19/6| -2/3),-3.16667,-0.66667, -6.89830, -5.65967,  100,        1,
(  3  |  1  ), 3.00000, 1.00000,  6.53523,  6.28853,  101,    1+2+3,
(  4  | -1  ), 4.00000,-1.00000,  8.71364,  2.51541,  101,    1+2+3,
( -3  |  4  ),-3.00000, 4.00000, -6.53523,  6.28853,  101,    1+2+3,
( -4  |  3  ),-4.00000, 3.00000, -8.71364,  2.51541,  101,    1+2+3,
(  1  | -4  ), 1.00000,-4.00000,  2.17841, -8.80394,  101,    1+2+3,
( -1  | -3  ),-1.00000,-3.00000, -2.17841, -8.80394,  101,    1+2+3,
(  1  |  3  ), 1.00000, 3.00000,  2.17841,  8.80394,  102,    1+2+3,
( -1  |  4  ),-1.00000, 4.00000, -2.17841,  8.80394,  102,    1+2+3,
(  4  | -3  ), 4.00000,-3.00000,  8.71364, -2.51541,  102,    1+2+3,
(  3  | -4  ), 3.00000,-4.00000,  6.53523, -6.28853,  102,    1+2+3,
( -4  |  1  ),-4.00000, 1.00000, -8.71364, -2.51541,  102,    1+2+3,
( -3  | -1  ),-3.00000,-1.00000, -6.53523, -6.28853,  102,    1+2+3,
(  7/3| 11/6), 2.33333, 1.83333,  5.08295,  7.54623,  103,        3,
( 25/6|-11/6), 4.16667,-1.83333,  9.07670,  0.62885,  103,        2,
( -7/3| 25/6),-2.33333, 4.16667, -5.08295,  7.54623,  103,        3,
(-25/6|  7/3),-4.16667, 2.33333, -9.07670,  0.62885,  103,        1,
( 11/6|-25/6), 1.83333,-4.16667,  3.99375, -8.17508,  103,        2,
(-11/6| -7/3),-1.83333,-2.33333, -3.99375, -8.17508,  103,        1,
( 11/6|  7/3), 1.83333, 2.33333,  3.99375,  8.17508,  104,        1,
(-11/6| 25/6),-1.83333, 4.16667, -3.99375,  8.17508,  104,        2,
( 25/6| -7/3), 4.16667,-2.33333,  9.07670, -0.62885,  104,        1,
(  7/3|-25/6), 2.33333,-4.16667,  5.08295, -7.54623,  104,        3,
(-25/6| 11/6),-4.16667, 1.83333, -9.07670, -0.62885,  104,        2,
( -7/3|-11/6),-2.33333,-1.83333, -5.08295, -7.54623,  104,        3,
( 17/6|  4/3), 2.83333, 1.33333,  6.17216,  6.91738,  105,        1,
( 25/6| -4/3), 4.16667,-1.33333,  9.07670,  1.88656,  105,        1,
(-17/6| 25/6),-2.83333, 4.16667, -6.17216,  6.91738,  105,        2,
(-25/6| 17/6),-4.16667, 2.83333, -9.07670,  1.88656,  105,        2,
(  4/3|-25/6), 1.33333,-4.16667,  2.90455, -8.80394,  105,        3,
( -4/3|-17/6),-1.33333,-2.83333, -2.90455, -8.80394,  105,        3,
(  4/3| 17/6), 1.33333, 2.83333,  2.90455,  8.80394,  106,        3,
( -4/3| 25/6),-1.33333, 4.16667, -2.90455,  8.80394,  106,        3,
( 25/6|-17/6), 4.16667,-2.83333,  9.07670, -1.88656,  106,        2,
( 17/6|-25/6), 2.83333,-4.16667,  6.17216, -6.91738,  106,        2,
(-25/6|  4/3),-4.16667, 1.33333, -9.07670, -1.88656,  106,        1,
(-17/6| -4/3),-2.83333,-1.33333, -6.17216, -6.91738,  106,        1,
( 11/3|  1/6), 3.66667, 0.16667,  7.98750,  5.03082,  107,        3,
( 23/6| -1/6), 3.83333,-0.16667,  8.35057,  4.40197,  107,        2,
(-11/3| 23/6),-3.66667, 3.83333, -7.98750,  5.03082,  107,        3,
(-23/6| 11/3),-3.83333, 3.66667, -8.35057,  4.40197,  107,        1,
(  1/6|-23/6), 0.16667,-3.83333,  0.36307, -9.43279,  107,        2,
